Date,AvgTemp,LowTemp,HighTemp,Precipitation,MaxWindSpeed,MaxWindDirection,AvgWindSpeed,AvgRelativeHumidity,AvgSteamPressure,DaylightHours,CloudAmount,EvaporationLoss
1948-07-19,24.5,19.4,31.6,,6.3,90,2.8,70,21.5,13.3,2.7,6
1948-07-20,25.2,19.4,31.6,1.4,4.7,70,2.6,68,21.2,8.6,8,3.3
1948-07-21,25,21.5,31.4,2.2,3.7,270,2.1,75.7,23.3,8.3,8.3,3
1948-07-22,25.8,21.9,31.7,0.6,3.3,320,1.4,83,22.8,7.9,9,2
1948-07-23,25.3,22.5,30,3.3,4.5,270,1.3,91.3,28.9,4.9,10,3.7
1948-07-24,24.4,21.9,27.6,11.3,9.3,250,2.4,93.7,28.3,1.5,10,2.2
1948-07-25,25.5,22.2,28.8,7.7,6.7,250,3.9,88,29,1.6,10,2.7
1948-07-26,24.7,23.7,27.2,2.5,9.3,230,6,92.3,28.6,0.4,10,1
1948-07-27,23,20.8,24.3,47.1,7.7,270,1.8,97.3,27.1,0,10,1.2
1948-07-28,25.4,21,30.6,7.3,2,230,1.1,86.7,27.7,4.3,8.7,3.2
1948-07-29,22.6,21.3,25.1,53.5,2.5,90,0.3,97,26.4,0.2,9.3,1.6
1948-07-30,24.8,21.9,29.9,0,3.2,270,0.9,89.3,27.9,7.7,10,3.6
1948-07-31,25,22,30.5,0,4,270,1.5,89.3,27.8,0,9,3.8
1948-08-01,23.2,21.3,24.9,28.7,2.5,270,0.5,96,27,0,10,0.8
1948-08-02,24.5,22.8,26.7,11.8,4,270,2.3,96.3,28.9,6.1,10,1.5
1948-08-03,26,22.9,31.1,0,3,290,1.4,89,29.3,6.5,8.3,4.6
1948-08-04,24.7,22.6,28.1,4.6,3.3,270,1.5,96,29.6,2.1,10,2.4
1948-08-05,26.5,23.5,30.7,24.3,5,290,1.5,91.3,31,4.7,9.3,4.1
1948-08-06,26,23,31.9,42.1,2.2,90,1.1,91,30.2,4.3,10,2.1
1948-08-07,23.9,23.5,27.8,33.7,2,90,1.7,95.3,28.1,1.1,10,1.1
1948-08-08,24.6,22.3,29.7,71.1,2.6,90,1,91.7,27.9,1.1,9.7,2.8
1948-08-09,25.9,22.5,29.6,0,3.3,90,2.5,79.7,26.2,3.7,7,4.2
1948-08-10,26.4,22.5,32.6,37.8,3.7,70,1.3,82,27.3,6.9,8.7,1.8
1948-08-11,25.8,22.5,30.2,2.4,6.3,250,2,85.7,28,3.2,10,3.2
1948-08-12,24.6,22.2,28.1,50.7,4.2,250,2.3,92.7,28,0,10,2
1948-08-13,25.9,22,31.7,0,2.2,320,0.7,86,28.2,9.7,5,3.7
1948-08-14,25.3,21.8,31,0.5,3.7,290,1.3,77,24.4,5.3,7,4.3
1948-08-15,26.5,22,31.7,,2.5,90,0.8,77.3,26.3,9.5,5.3,9.1
1948-08-16,26.6,21.5,32.7,,2,90,0.9,79.7,27.1,12.2,0.7,5.9
1948-08-17,26,21.9,31.2,0,3,320,1.1,82.7,27.4,5.8,5,3.9
1948-08-18,27.2,22.5,33,,3.5,320,1,82.3,28.8,9.2,2.7,5.1
1948-08-19,27,23,33.4,1.5,2.8,270,0.9,83.7,29.1,10.6,2.7,3.1
1948-08-20,27.5,23.2,33.6,,4.2,270,1.3,81.3,28.5,9.9,7,5.5
1948-08-21,27.4,23.1,33.7,,4.5,320,1.2,83.7,29.7,11.8,2.7,4.6
1948-08-22,26,22.7,31.4,,5.5,270,1.1,80.7,27.5,6.6,6,4.2
1948-08-23,25.7,20.2,32.5,,4.2,110,2.2,68,22.3,11.8,2.3,6.1
1948-08-24,25.8,19,33.1,,2.7,90,1.9,58.3,17.9,9.8,5.3,8
1948-08-25,26.2,20,33,,5.2,110,1.9,58.7,21.5,10.7,3.3,8.2
1948-08-26,26.3,21.2,32.1,,9,90,2.5,55.3,18.5,11,2.3,9.1
1948-08-27,25.8,20.7,32.7,,5.3,90,2.4,65.3,21.4,9.4,3.7,7.2
1948-08-28,25.5,20,33.1,,4.5,290,1.5,73.3,23.2,12,1.3,7.3
1948-08-29,26.2,21.1,33.4,,3,90,2.4,68,21.9,11.6,4.3,8.5
1948-08-30,25.7,20.3,33.3,,3.5,90,1.5,70.3,22.8,10.3,1,6.4
1948-08-31,26.4,22.4,34.4,,5,290,1.6,76.7,25.6,11.1,4.7,6.1
1948-09-01,26.1,21.2,33.6,,3,270,1.2,78.7,25.8,9.6,9.3,5.4
1948-09-02,24.4,22,27.1,11.2,9.3,230,2.8,93,28.2,0,10,1.6
1948-09-03,23.5,19.3,28.9,,4.5,270,1.5,77,22.3,3.2,8,3.2
1948-09-04,20.3,15.6,24.8,0.6,2.3,340,0.6,74.3,17.2,0.6,10,2.8
1948-09-05,21.5,16.5,28.3,0.1,3.5,360,0.9,73.7,17.8,8.6,4,6.5
1948-09-06,21.3,15.5,28.5,,2.5,270,0.6,72.7,17.5,8.1,5,4.5
1948-09-07,19.2,17.2,22.4,2.7,7,90,1.6,85,18.6,0,8.7,2.2
1948-09-08,19.1,16.8,20.8,114.9,9.2,90,5.1,92,20,0,6.7,2.4
1948-09-09,21.6,15.5,28.2,,7.8,270,2.4,85.3,21.7,11.6,5.7,3
1948-09-10,23,18.2,29.5,,4.3,290,1.4,75,20.2,8.2,3.7,4.6
1948-09-11,22.5,15.2,30.3,,5.5,110,2.1,71.3,18.4,11.2,3.3,3.3
1948-09-12,21.6,18,28.1,,7.8,320,2.6,71.7,18.2,10.8,4.7,5.5
1948-09-13,19.7,14.2,27,,6,90,3.5,66.7,14.7,11.2,0,5.2
1948-09-14,19.2,12.1,27.8,,2.8,90,1.8,73,15,11.2,0.3,4.2
1948-09-15,20.2,13,28,,5,270,1.6,79.7,18.3,11.1,0,4.4
1948-09-16,20.7,15.6,27.4,,5.2,90,2.1,75.7,17.9,8.7,1.7,4.6
1948-09-17,20.5,13.7,28.3,,5,320,2.8,67,15.5,10.7,0.3,5.4
1948-09-18,20.3,14.1,27.8,,4,90,1.9,62.3,14.8,11.1,4.3,4.8
1948-09-19,17.1,15,19.5,1.9,3.7,90,2,81,15.6,0,8.3,1.7
1948-09-20,18.8,13.6,23.9,2.5,4,270,1.9,85,18.4,3.2,9,2.2
1948-09-21,21,16.2,27.8,,4.2,320,1.3,76.3,18.2,9.8,6.7,4.5
1948-09-22,18.5,14.9,24,1.6,3.5,270,1.1,78,16,1.2,6,2
1948-09-23,17.4,14.4,24.4,,5.8,340,1.9,78.3,14.8,10,4.3,3.3
1948-09-24,18.4,10.2,26.9,,3.3,180,1.2,73.7,15.2,11.1,1,4.2
1948-09-25,18.6,13.4,25.1,,3.7,270,1.4,80,17,6.5,10,3.2
1948-09-26,19,14.5,24.5,6.2,5.7,270,2,80,17.1,6.7,4.7,3.5
1948-09-27,18.3,13,25.7,,6.3,290,1.7,73.7,15,10.7,4.3,3.9
1948-09-28,17,12.2,22.3,,2,90,1.2,78.7,14.8,1.5,6.7,1.7
1948-09-29,18,11.4,25.2,,5.7,290,1.5,78.7,15.3,10.7,1,3.9
1948-09-30,18.9,12.4,27.2,,3.3,360,1.4,73.7,15.4,10.3,3.3,4
1948-10-01,20.1,14.4,26.5,,4,90,2.3,68,15.6,8,7,4
1948-10-02,19.7,14.5,26.5,,4.8,90,2.7,63.7,13.9,10.5,5,4.8
1948-10-03,15.6,14.5,20.5,18.8,6,90,3.7,87.7,15.3,0,10,1.4
1948-10-04,16.5,12.2,21.9,0.8,7,270,2.6,77.7,14.4,5.5,6.3,3
1948-10-05,14.8,10,21,,4.2,320,1.9,57.7,9.7,8.3,2.7,4.2
1948-10-06,14.9,7.7,23.8,,5.5,290,2.1,56,9.2,10.4,3,4
1948-10-07,14.9,7.8,22.5,,5.2,270,1.7,63,10,10.5,0,2.5
1948-10-08,15.6,8.5,24,,2.7,90,1.3,59.7,9.8,10.2,0,3.5
1948-10-09,18.7,11,25.5,0.8,4.3,270,2.1,56.7,11.5,7.5,6,2.9
1948-10-10,17.4,11.5,25.7,,3.7,290,1.8,73.3,13.7,8.3,0.7,3.5
1948-10-11,18,10.4,25.8,0.4,5.7,250,2.2,62.3,11.4,10.3,3.3,1.5
1948-10-12,12.4,9.4,17.3,6.7,4.5,320,3.6,53.7,7.7,10.5,5.3,4
1948-10-13,12.7,6.8,18.8,0.1,3.7,270,1.1,69.3,9.9,10,9.7,2
1948-10-14,11.9,5.3,19,,4,320,1.5,55.3,7.3,10.8,0,3.1
1948-10-15,12.5,3.5,21.2,,4,290,1.5,58.3,7.9,10.3,0,2.8
1948-10-16,12.3,6.1,21,,5.6,270,1.8,61.7,8.6,8.1,5,3
1948-10-17,9.8,6.3,16.2,0.1,5.5,270,2.6,60.3,7.3,8.2,1.7,2.2
1948-10-18,8.9,1.7,16.8,,4,320,1.6,67.7,7.4,10,0,7
1948-10-19,9.2,1.8,14.7,,3,90,0.9,62.7,7.4,4.6,5.7,1.6
1948-10-20,14.5,8.2,21.8,,3.1,270,1.5,72.7,12.2,6.2,5.3,2.4
1948-10-21,17.1,10,24.7,,3.7,290,1.2,74.3,13.6,9.1,5,1.6
1948-10-22,16.5,13.2,23,1.8,3.7,270,1.3,74,13.3,9,6.7,1.8
1948-10-23,14.6,7.4,23.5,,2.2,320,1,55,8.7,8.4,0,3.3
1948-10-24,15.3,10,20.6,3.6,3.3,90,1.2,76,12.7,0.3,10,1.2
1948-10-25,13.7,6.5,19.8,21.3,5,290,2.4,72,11.2,7.1,5.7,3.9
1948-10-26,7.8,3.8,14.5,,6.2,340,3,48,4.9,9.3,7,3.8
1948-10-27,6.8,1.4,12.2,,5,340,2.2,62,6.1,7,0.3,2.5
1948-10-28,7.5,3.5,13.7,,4,340,1.6,55.3,5.3,8.5,7,3.5
1948-10-29,7.9,3.1,13.7,,4.5,340,1.6,54.3,5.5,2.5,6,3.2
1948-10-30,7.3,2.4,13.6,,3.9,320,2.4,56.7,5.9,8.9,0.3,2.9
1948-10-31,7.4,-0.8,16.1,,4,290,1.3,62.7,6.2,9.3,0,2.8
1948-11-01,7.9,0.2,15.4,,2,90,1.5,64,6.5,8.9,4.3,2.8
1948-11-02,9.9,3.3,15.2,,2,320,0.4,72,8.4,8.1,3.7,1.7
1948-11-03,11.3,5.7,16.7,,3.7,290,0.9,73,9.3,6.3,1.3,2.2
1948-11-04,10.1,3.8,18,,2.5,290,1.2,72.3,8.5,9.3,0,2.1
1948-11-05,10.6,3,18.2,,1.7,110,1,69,8.5,7.7,3.3,2.3
1948-11-06,6,0.7,14.7,,8.8,320,2.5,80,7.8,4.2,3.3,1.6
1948-11-07,3.7,-2.1,10.6,,3.5,290,1.5,64,6,9.2,0,2.6
1948-11-08,4.4,-0.2,9.5,,3.7,320,2.1,41.3,3.5,7.4,2,3
1948-11-09,3,-2.2,9.4,,3.8,320,2.2,58.7,4.4,6.9,6,3.2
1948-11-10,0.6,-2.7,5,,7,320,2.9,48.7,3,9.1,1,2.2
1948-11-11,1.2,-4.6,7.7,,2.7,270,1.4,52.7,3.3,8.7,0.7,2
1948-11-12,4,-3.3,11.4,,2.7,320,1.2,55.3,4.2,9,3.7,1.7
1948-11-13,5.9,0.4,10.5,,3.5,290,1.5,65.7,6,5.7,7,1.8
1948-11-14,6.9,0.2,11.7,,3.5,290,1.7,59,5.3,8.7,5.7,2.7
1948-11-15,7.9,3.4,12.4,5.3,4.8,360,1.8,68.3,7.2,0.6,10,1.1
1948-11-16,6.8,3.5,11.3,3.9,4.3,270,1.9,80,7.8,5,5,1.5
1948-11-17,6.1,-0.6,13,,2.7,110,1.4,75,8.1,8.9,0,1.4
1948-11-18,9.8,1.5,17.7,,3.5,110,1.7,57.7,6.8,8.8,1.3,2.5
1948-11-19,8.7,2.7,16.6,,3.3,320,1.6,73.7,8.2,9.1,0,2
1948-11-20,8,0.9,14.7,,2.8,320,1.3,89.7,9.8,9,0,1.7
1948-11-21,7.5,2.9,13.5,,2.8,110,1.2,88,9.1,5.2,3.3,1.1
1948-11-22,8.4,1.1,15.5,,2.2,110,1.2,76,8.1,1.7,3.3,3.2
1948-11-23,10.6,4.9,14.6,,5,90,2.2,76.7,9.8,2.1,8,1.4
1948-11-24,8.1,2.4,12.1,6.4,5.3,320,3,77.3,9.1,0,6.7,2.1
1948-11-25,-1,-3,3.3,,6.8,360,3.6,59,3.5,7.9,1.3,1.8
1948-11-26,-1.8,-5,2.4,,5,340,2.2,59.7,4.3,7,1.3,1.5
1948-11-27,-2.8,-5.9,2.1,,9.5,320,3.7,61,3.4,5.3,1,1.6
1948-11-28,-5.6,-8.7,-1.3,,6,320,3.1,57,2.4,8.7,0,1.2
1948-11-29,-3.5,-8.5,0.7,,2.7,320,1.4,57.7,3,3.8,3.3,1.1
1948-11-30,1.4,-5.3,9.2,,3.3,270,1.3,72,4.9,8.5,0,0.3
1948-12-01,3,-0.4,5,0.9,2.3,270,1.3,90,6.4,0,6.7,1
1948-12-02,4.7,-2.2,10.2,,5,270,1.7,77.3,6.4,7.7,0.7,1.4
1948-12-03,4.7,-7.7,12,,3.8,270,1.7,83,7.2,7.9,2.7,3.9
1948-12-04,5,0.5,9.5,,3.7,230,1.6,82.7,7.1,6.5,6.7,2.5
1948-12-05,7.8,2.5,11,,2.8,70,1.6,77.3,8.1,0,10,2.3
1948-12-06,7.3,4.3,11.6,,5.7,70,1.6,74,8.4,4.1,4,2
1948-12-07,6.7,2.8,12.1,,5.7,70,2.5,63,5.9,7.9,0,3.4
1948-12-08,7.1,2.3,12.2,,8.2,270,2.2,73,7.2,5.1,6.7,1
1948-12-09,5.5,2.9,7.4,15.8,4,320,1.7,93.7,8.5,0,9,1
1948-12-10,3,0.3,5.4,,2.8,90,1.4,93.3,7.1,0,6.7,3.2
1948-12-11,2.6,-0.1,4.2,0,3.2,320,1,88,6.4,0,7.7,2.3
1948-12-12,2.5,-1.1,5.1,0.4,2.5,90,1.1,90,6.9,0,6.7,1.2
1948-12-13,6,2.8,11.5,,3.5,270,1.4,89,8.3,7.3,6.3,0.8
1948-12-14,2.6,-1.3,6.2,7.7,10.2,270,4.1,83.7,7.1,0.8,5,1.7
1948-12-15,-1.2,-4.1,2.4,,8,290,3.5,53.3,3.2,8.4,0,2.2
1948-12-16,-0.5,-5.8,5.1,,2.2,90,1.2,66.3,4.1,8.5,0,2.5
1948-12-17,3.7,-3.4,9.1,,2.8,90,1.7,62.7,5,6.3,3.3,2.8
1948-12-18,8.8,4.2,12.9,0.3,4.3,270,1.5,89,10,1.5,10,0.7
1948-12-19,4.4,1.5,9.5,,4.7,270,1.9,79.7,6.6,3.3,7.3,1.5
1948-12-20,5.8,0.5,10.5,,4.3,90,2,77.3,7.1,5.7,6.3,1.2
1948-12-21,6,3.9,8.8,4.4,4.8,320,2.4,85.3,8,3.9,8.7,2.7
1948-12-22,4.4,-0.1,9.3,,7,90,3,77,6.4,6.2,5.3,2.1
1948-12-23,3.7,1.7,7.7,,7.2,90,6.5,72.3,5.7,7.6,1,2.2
1948-12-24,5.3,1.4,8.5,,7.2,90,3.9,74,6.8,3.9,9.7,0.1
1948-12-25,5.2,4.4,5.8,15.8,6.7,90,4.4,96,6.3,0,10,1.4
1948-12-26,4.1,2.4,5.2,0.7,2.7,340,1.4,95,5.8,0,10,0.4
1948-12-27,2,-1.7,6.4,,4.7,320,2.7,74,5.5,3.6,4,1.2
1948-12-28,-1.9,-4.1,2,,4,320,2.5,72,4.5,8.5,0,0.7
1948-12-29,-2.2,-6.3,3.2,,2.7,340,1.5,75,4.1,7.8,0,0.6
1948-12-30,-0.8,-6.7,4.8,,5.3,90,1.2,73.7,4.2,7.2,1,1.1
1948-12-31,3.5,1.1,5.6,3.6,0,,4.3,76.3,5.9,0,6.7,0.6
1949-01-01,2.2,0.8,5.1,9.5,4.9,90,2.5,93,6.6,0,9,0.3
1949-01-02,1.7,0.8,2.7,0.9,2.5,180,1.1,93.3,6.5,0,10,1
1949-01-03,-5.2,-9.6,1.9,2.5,10.2,320,6.3,72.3,3.4,2.7,6.3,1.5
1949-01-04,-10.2,-11.6,-8.1,,6.3,360,4.1,69.7,2.2,5.8,5.3,0.9
1949-01-05,-11.1,-13.1,-8.8,,9.2,360,5.5,57,1.6,7.9,0.7,1
1949-01-06,-10.8,-14,-6.6,,6.8,320,3.8,55.3,1.7,8.2,0,2.1
1949-01-07,-8.9,-13.2,-5.1,,4.3,320,1.8,60,2,6.8,2,0.8
1949-01-08,-8.8,-11,-5.6,,5.3,340,2.4,58,2,7,0.7,1.2
1949-01-09,-5.6,-12.3,-0.6,0,3.5,110,1.5,60,2.5,6.4,5.7,0.8
1949-01-10,-1.4,-5.3,2.2,0.1,2.5,110,1.5,69.3,4.3,4.5,7.3,0.7
1949-01-11,-1.3,-3.7,2.9,0,5,320,1.9,74.7,4.4,6,3.7,0.9
1949-01-12,-2.6,-5.2,0.1,1.2,2.8,90,1,93.7,4.9,0.5,9.7,1.1
1949-01-13,-0.6,-3.3,3.9,1.7,6,90,2.1,92.3,5.4,3.2,6.7,0.5
1949-01-14,-2.2,-5.8,1.1,0,12.7,290,4.2,84.7,4.8,0,6.7,0.8
1949-01-15,-9.3,-11.5,-5.6,,8.3,340,5,62,2.2,8.7,1,1.8
1949-01-16,-10.1,-13.3,-6.8,,4.7,360,3.1,54,1.6,8.8,0,1.1
1949-01-17,-4.9,-11.8,-0.8,0,4,90,2.2,65.7,2.9,3,8,0.9
1949-01-18,-4.7,-7,-0.3,0.7,7.2,320,3.5,81,3.8,5.8,6.3,0.8
1949-01-19,-6.9,-11.3,-1.5,,3.5,320,1.6,66.7,2.5,2,0,0.7
1949-01-20,-2.4,-9.2,2.5,,3.5,320,1.4,74,4.1,6.7,8.3,0.8
1949-01-21,-0.7,-2.8,0.7,0,1.7,90,0.8,84.3,5.2,0,10,0.7
1949-01-22,1.8,-0.9,5.6,,5,320,1.4,80,5.5,2.5,6,0.5
1949-01-23,1.8,-1.2,6.4,,3.3,290,1.4,88.3,6,3.6,10,1.4
1949-01-24,-0.2,-4.8,4.8,,3.3,320,1.1,66.7,4,6.6,2,1.5
1949-01-25,-0.5,-4,3.8,0,7.5,320,2.7,84.7,4.8,4.5,1,0.9
1949-01-26,-3.9,-7.1,0.3,,3.7,320,2.1,61.7,3,8.5,0,1.5
1949-01-27,-0.5,-7.8,6.2,,4.7,270,1.9,81.3,4.9,5.9,1.3,1.4
1949-01-28,2.9,-3.6,9,,3.7,320,1.4,79.7,5.9,9.1,0.7,1.5
1949-01-29,1.4,-1.2,3.3,8.6,5.3,140,2.7,92,6.3,0,10,1.3
1949-01-30,3.1,0.6,6.3,0.4,4.5,340,1.6,91,6.9,0,6.7,1
1949-01-31,3.9,0.1,9.4,,3.5,140,1.3,83,7.9,2.7,4.7,0.7
1949-02-01,6,-0.1,13.1,,2.7,270,1.2,76.7,6.9,8.2,2.3,0.6
1949-02-02,4.3,-0.6,10.2,,2.3,90,1,85.3,7,3.6,3.3,2
1949-02-03,5.9,0.6,12.1,0,4,270,1.9,75,6.7,3.1,6,2.3
1949-02-04,-1.8,-7.5,4.5,,10.1,320,6.6,59.3,3.4,6.3,3.3,2
1949-02-05,-4.5,-7.5,-0.4,,4.5,320,3.2,57,2.8,9.7,0,1.6
1949-02-06,-4.5,-8.2,-0.2,,3.6,340,1.5,57.7,2.7,8.6,0,2.4
1949-02-07,-4.4,-9.6,1.1,,3.7,290,1.3,54.3,2.5,8.9,1,1.6
1949-02-08,-0.4,-6.6,5.7,,3.8,320,1.2,64.3,3.8,9.7,1.3,2.7
1949-02-09,0.7,-3.7,5.4,,2.8,360,1.2,68,4.4,2.5,8.3,1
1949-02-10,1.9,-2.4,7.7,,6.7,90,1.9,56.7,4.1,9.7,1,1.9
1949-02-11,3,-1.2,5.7,0,6,270,1.9,68,4.9,0,10,0.6
1949-02-12,1.3,-0.4,2.5,3.7,3,320,1.6,95.3,6.4,0,7,0.3
1949-02-13,0.3,-1.4,2,2,3.3,270,2.4,91,5.8,0,9.7,0.3
1949-02-14,-3.4,-7.2,0.4,,8.8,320,4,60.7,2.8,5.4,1.3,0.6
1949-02-15,-6.2,-10.1,-2.5,,6.7,320,3.9,54,2.4,9.4,0,1.1
1949-02-16,-3.3,-8.3,2.8,,4,270,1.9,57.3,2.8,9.6,2.7,1.9
1949-02-17,2.1,-4.8,7.4,0.7,7.5,270,3.2,79,5.8,4.7,4,1.2
1949-02-18,-0.1,-3.7,4.7,,5.7,290,3.3,75,4.6,9,1,0.3
1949-02-19,2.3,-2.5,7.9,,5,270,1.8,65.3,4.6,8.6,0.3,2.1
1949-02-20,3.2,0.5,6.4,2.9,7.3,320,2.6,88.7,6.9,0.4,6.7,1.1
1949-02-21,3.6,-1.2,8.5,,4.5,320,1.1,75,5.8,5.3,2,0.5
1949-02-22,5.7,-0.2,15.5,,3.3,90,1.4,64.7,5.7,3.6,5.3,0.8
1949-02-23,6,0.1,12.5,,5.8,90,2,68.7,5.9,9.7,0,3.5
1949-02-24,5.8,2,10.6,9.6,6.7,90,2.7,78.3,6.9,2.4,7.3,3.2
1949-02-25,7.1,3.7,12,1.9,6.8,90,1.8,89.7,6.8,1.8,6.7,0.6
1949-02-26,5.2,1.8,10.2,,6.7,90,2.3,92.3,8.1,4.6,6.3,2.4
1949-02-27,1.6,-1.4,5.5,,10.2,320,5.7,74,5.4,6.1,4,2.8
1949-02-28,-1.2,-4.3,3.1,,8.5,320,3.1,51,2.9,10.4,0,3
1949-03-01,1.9,-5.4,6.3,,10.2,270,4,71,5.1,6.6,4.3,2.3
1949-03-02,-1,-3.4,4.8,,7.5,320,6.6,52,2.9,10.8,0,2
1949-03-03,0.9,-5.4,7.9,,2.7,110,1.6,67.3,4.4,10.4,0,2.8
1949-03-04,5.2,-1.6,10.2,0.1,5.5,290,2.7,81,7.4,10.1,9.3,2
1949-03-05,1.7,-2.4,6.3,1,7,320,4.8,75,5.4,7.8,3.7,3
1949-03-06,1.4,-3.8,8.2,0,11,250,4.6,74.3,5.1,7.2,6.3,2.6
1949-03-07,0.2,-2,4.5,,8.8,290,4.7,55.3,3.4,10.3,0.3,3.1
1949-03-08,1.5,-3.4,6.2,,5.2,250,2.2,80.7,5.5,5.6,4,0.9
1949-03-09,6.6,1.3,11.7,5.4,7.3,250,2.9,85.7,8.3,7.8,8.3,2.1
1949-03-10,4.4,-0.6,8.3,4.3,6.3,320,4.1,74,6.4,9.9,4.3,3.8
1949-03-11,1.6,-3.4,6.6,,5.2,270,2.9,79.7,5.5,10.3,2.7,2.5
1949-03-12,3.8,-0.4,11.5,,10,290,2.5,65,6.4,10.5,3.3,3.3
1949-03-13,3.8,2,5.3,0,4.3,90,1.6,82.7,6.6,0,9,1.4
1949-03-14,5.3,0.1,11.4,,4.7,90,1.9,72.7,6.6,8.5,10,1
1949-03-15,5.1,0.8,11.9,,6,90,3.2,73,6.3,9.8,7,2.6
1949-03-16,4.9,-0.8,11.1,,5.2,270,2.2,69,5.8,7.6,6.7,2
1949-03-17,5.2,2.6,7,4.8,11.3,270,2.9,89.7,7.8,0,10,0.7
1949-03-18,0.2,-2.4,4.4,0,8.8,320,5.6,63.3,4.3,2.5,3.3,4.4
1949-03-19,0.9,-4,6.2,0,6.7,270,3.4,61.3,3.9,9.8,2,3.8
1949-03-20,1.4,-1.2,6.1,,3.8,290,2.6,66.7,4.4,4.3,6.3,2.1
1949-03-21,1.8,-2,6.5,,5.5,320,3.3,50.3,3.4,9.3,6.7,3.9
1949-03-22,1.6,-1.8,7.9,,6.2,320,3.9,48,3.3,10.9,3.7,2.2
1949-03-23,0.5,-3.4,5.1,,8.8,320,3.6,52.3,3.3,10.8,0.3,3.9
1949-03-24,2.2,-3.5,8.8,,7.5,270,3,65,4.6,11.1,0,3.2
1949-03-25,3.8,-0.5,9.6,,6.7,270,2.7,70.3,5.4,10.8,6,2.7
1949-03-26,4.4,-1.4,12.2,,5.3,290,2.7,70.3,7.7,10.3,3.3,4
1949-03-27,5.1,0.3,10.5,,6.5,270,3.6,66.3,5.8,10,5,3.5
1949-03-28,5.9,-0.5,12.8,,4.2,270,2.3,80.3,7.5,10.6,1,3.7
1949-03-29,8.1,4.2,14.4,0,4.7,270,2.4,68,7,5.3,4.7,3.9
1949-03-30,8.7,4.7,13.7,,3,270,1.2,74,7.6,9.9,1.7,4.1
1949-03-31,9.3,5.8,14.1,,4.2,230,2.7,86.3,9.8,6.2,7.7,3.4
1949-04-01,9.5,3,17.2,,3.8,320,2,68.3,7.4,10.8,3,5
1949-04-02,10.6,5.1,18.6,0,5.7,320,2.3,63.7,7.6,0,8.7,1.7
1949-04-03,6.3,3.3,9.5,24.4,11.2,270,3.4,78,7.3,9.8,3.3,6
1949-04-04,7,1.6,12.5,,5.5,230,3.1,79.7,7.8,10.6,5.7,4.5
1949-04-05,4.4,1.6,7.5,0.1,5.8,270,3.6,61.3,5.1,8.5,1,3.9
1949-04-06,4.2,0.8,9.1,,6.5,250,4,85,6.9,8.1,3,2.9
1949-04-07,5.9,1.4,11.1,,5.6,320,2,69.3,6.3,10.7,2.7,3.4
1949-04-08,8.6,1.7,16.2,,4,250,1.2,64.3,7,8.4,1.7,5
1949-04-09,8.2,1.3,11.1,1.6,7.5,270,3,78.3,8.4,0,10,1.6
1949-04-10,6.9,3.8,11.5,,4.5,270,2.8,74,7.1,11.1,3.3,2.8
1949-04-11,8.5,2.1,15.4,,6.7,340,2.2,71.7,7.2,10.2,3,4.9
1949-04-12,7.8,3.1,15.2,1,8,320,3.8,79.7,7.6,10.7,5,4.6
1949-04-13,5.7,1.9,9.5,3,6.3,320,3.2,76.7,7,4.6,6.3,3.4
1949-04-14,7.3,2.8,13.4,,7,270,3.1,71.3,7,11.3,1.7,4.2
1949-04-15,9.6,3.3,16.9,,6,270,2.5,78.3,9.3,7.5,3.3,4.5
1949-04-16,9.9,3.2,18.2,,6.3,270,2.5,68.3,8.2,11.4,0,5
1949-04-17,10,4.6,17,,6.7,290,2.1,72,8.7,9.1,5.3,3.7
1949-04-18,11.2,5.6,18.4,,5.5,270,1.8,68.7,8.5,2.1,6.3,4
1949-04-19,10.2,6.5,18.4,,6.2,270,2.9,76.3,8.9,11.3,6.7,4.6
1949-04-20,11.6,6.6,16.8,,5.3,290,2,72.7,9.7,4.8,6.7,3.6
1949-04-21,10,8.4,14.2,1.7,6,270,2.2,85.3,10.2,1,7.7,1.6
1949-04-22,11.4,6.7,17.4,0,6,290,2.8,80.7,10.8,5.1,9,3.5
1949-04-23,13.4,8.4,21.1,0.7,9.7,320,2.8,79.3,11.6,11.4,9,5.4
1949-04-24,12.3,8.8,17.1,1.9,6,270,4,75.7,10.6,5.7,4,2.7
1949-04-25,13.8,5.9,23.2,,3.7,270,1.1,59,8.9,11.7,6.3,5.1
1949-04-26,14.5,10.6,21.6,0,5.8,140,1.4,60,9.5,0,10,4.2
1949-04-27,14.6,10.9,21.9,,6,320,3.9,66.3,10.4,10.7,6,5.7
1949-04-28,14.6,9,20.8,,10.7,320,3.4,48.7,6.5,12,2.3,4.5
1949-04-29,15,7.3,23.8,,7.5,360,3.1,37,5.6,11.1,5.3,5.2
1949-04-30,13.2,9.6,16.4,3.5,4,110,2.2,45,6.4,0,10,3.8
1949-05-01,10.5,8.1,13.8,7,3.7,320,4.1,83.3,10.4,0,10,4.8
1949-05-02,10.2,8.9,12.7,,6.1,270,3.7,89.3,11.1,0.9,9.7,2.6
1949-05-03,11.6,8.2,17.4,,5.5,270,2.9,76.3,10,8.6,3,3.8
1949-05-04,11.5,7,14.7,0,4.2,270,0.8,80,10.7,0,8.7,1.4
1949-05-05,12.1,10.8,14,29.8,6.2,230,2.8,95.7,13.4,0,10,2.7
